coherence,fibonacci_score,golden_proximity,classical_consonance,integer_quality,harmonic_alignment,freq1,freq2,trial,ratio_name,ratio_value,category,fundamental_freq,sentence,expected_min,expected_max
0.26767698315254057,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,0,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.35057841979187604,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,1,Fib_1:1,1.0,fibonacci_early,34,Mathematical harmony resonates with conscious experience.,0.45,0.85
0.39753711928003405,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,2,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.3480491978185994,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,3,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.3961490102150104,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,4,Fib_1:1,1.0,fibonacci_early,34,Harmonic frequencies align with cognitive awareness states.,0.45,0.85
0.24933690230657035,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,5,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.2907202363634497,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,6,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.3216146384018759,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,7,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.3117056211455611,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,8,Fib_1:1,1.0,fibonacci_early,34,Mathematical harmony resonates with conscious experience.,0.45,0.85
0.348478646707702,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,9,Fib_1:1,1.0,fibonacci_early,34,Harmonic frequencies align with cognitive awareness states.,0.45,0.85
0.31543975448556183,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,10,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.392958566048366,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,11,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.3542384361328399,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,12,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.38214427538702533,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,13,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.2584871717868415,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,14,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.3591540337983263,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,15,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.2243450143105645,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,16,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.3167082301661545,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,17,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.3257087651696562,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,18,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.34008743291586374,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,19,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.3113857602468876,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,20,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.2861637313787405,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,21,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.3073301640922539,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,22,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.32724793965460147,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,23,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.286449574141331,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,24,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
0.33802608607205037,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,25,Fib_1:1,1.0,fibonacci_early,34,Mathematical harmony resonates with conscious experience.,0.45,0.85
0.2852485203367218,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,26,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.2569672666467382,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,27,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.19664985077453673,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,28,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.3477178179350215,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,29,Fib_1:1,1.0,fibonacci_early,34,Mathematical harmony resonates with conscious experience.,0.45,0.85
0.39789146637390493,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,30,Fib_1:1,1.0,fibonacci_early,34,Harmonic frequencies align with cognitive awareness states.,0.45,0.85
0.3974923090156724,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,31,Fib_1:1,1.0,fibonacci_early,34,Harmonic frequencies align with cognitive awareness states.,0.45,0.85
0.30385652027241694,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,32,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.28367147896142736,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,33,Fib_1:1,1.0,fibonacci_early,34,Golden proportions emerge in thought process formation.,0.45,0.85
0.3155992119341246,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,34,Fib_1:1,1.0,fibonacci_early,34,Harmonic frequencies align with cognitive awareness states.,0.45,0.85
0.3641833230691739,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,35,Fib_1:1,1.0,fibonacci_early,34,Mathematical harmony resonates with conscious experience.,0.45,0.85
0.3537920886352008,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,36,Fib_1:1,1.0,fibonacci_early,34,Fibonacci sequences structure underlying mental frameworks.,0.45,0.85
0.34059021142539103,0.3142857142857143,0.6180339887498948,1.0,0.9090909090909091,1.0,34,34.0,37,Fib_1:1,1.0,fibonacci_early,34,Consciousness flows through mathematical patterns naturally.,0.45,0.85
